location,size,total_sqft,bath,price,BHK
Malleshwaram,3 BHK,2475.0,4.0,326.0,3.0
6th Phase JP Nagar,3 BHK,2040.0,3.0,200.0,3.0
Hosakerehalli,1 Bedroom,1200.0,1.0,150.0,1.0
Jigani,4 Bedroom,2420.0,4.0,190.0,4.0
Thubarahalli,2 BHK,1216.0,2.0,80.0,2.0
Tumkur Road,3 BHK,1459.0,2.0,110.0,3.0
Jakkur,3 BHK,1622.0,2.0,80.0,3.0
Kanakpura Road,3 BHK,1843.0,3.0,85.0,3.0
Badavala Nagar,2 BHK,1274.0,2.0,81.0,2.0
Chikkasandra,2 Bedroom,600.0,1.0,52.0,2.0
Malleshpalya,3 BHK,1430.0,2.0,69.5,3.0
Kammanahalli,4 Bedroom,1800.0,2.0,280.0,4.0
Begur Road,3 BHK,1565.0,2.0,57.91,3.0
 Devarabeesana Halli,3 BHK,1670.0,3.0,160.0,3.0
Lakshminarayana Pura,3 BHK,1695.0,3.0,150.0,3.0
Akshayanagara West,2 BHK,1410.0,2.0,75.0,2.0
Kengeri Satellite Town,2 BHK,1060.0,2.0,42.0,2.0
Sarjapur  Road,2 BHK,1120.0,2.0,50.0,2.0
Hosa Road,2 Bedroom,880.0,2.0,50.0,2.0
Jalahalli,2 BHK,1083.0,2.0,32.49,2.0
Dodda Nekkundi,3 BHK,1435.0,3.0,57.2,3.0
Doddakallasandra,3 BHK,1425.0,2.0,56.99,3.0
Arekere,2 BHK,900.0,2.0,50.0,2.0
Escorts Colony,5 BHK,2400.0,5.0,93.0,5.0
Thanisandra,1 BHK,693.0,1.0,34.3,1.0
Kengeri,3 Bedroom,600.0,3.0,90.0,3.0
Electronic City,4 BHK,2435.0,4.0,119.0,4.0
Iblur Village,3 BHK,1920.0,3.0,150.0,3.0
Electronic City,1 BHK,630.0,1.0,47.0,1.0
Bisuvanahalli,3 BHK,1075.0,2.0,50.0,3.0
Hulimavu,5 Bedroom,1200.0,5.0,101.0,5.0
Nagavarapalya,1 BHK,705.0,1.0,55.0,1.0
Srinivasa Nagar,3 BHK,1200.0,2.0,75.6,3.0
Mahadevpura,2 BHK,1532.0,2.0,62.0,2.0
Rajiv Nagar,2 BHK,1330.0,2.0,93.0,2.0
3rd Block Hrbr Layout,4 Bedroom,1200.0,3.0,210.0,4.0
Sarjapur  Road,3 BHK,1530.0,2.0,60.0,3.0
Kasavanhalli,2 BHK,1105.0,2.0,42.0,2.0
1st Phase JP Nagar,2 Bedroom,1566.0,2.0,180.0,2.0
Harlur,3 BHK,1630.0,3.0,95.1,3.0
5th Phase JP Nagar,2 BHK,1256.0,2.0,62.8,2.0
Banashankari,6 BHK,1200.0,6.0,180.0,6.0
Brookefield,3 BHK,1595.0,2.0,75.0,3.0
7th Phase JP Nagar,2 BHK,1000.0,2.0,53.0,2.0
Poorna Pragna Layout,3 BHK,1475.0,2.0,58.99,3.0
"asha township, off hennur road",5 Bedroom,2400.0,5.0,285.0,5.0
Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2.0
1A Block Koramangala,4 Bedroom,2360.0,4.0,650.0,4.0
Uttarahalli,3 BHK,1737.0,2.0,95.0,3.0
Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2.0
Near International Airport,4 BHK,2100.0,4.0,150.0,4.0
Hosakerehalli,8 Bedroom,3600.0,6.0,145.0,8.0
Mysore Road,2 BHK,883.0,2.0,50.0,2.0
Haralur Road,2 BHK,1243.0,2.0,46.0,2.0
BTM Layout,3 BHK,1776.0,2.0,75.0,3.0
Anjanapura,3 BHK,1347.0,2.0,37.72,3.0
Whitefield,3 BHK,1330.0,2.0,55.0,3.0
Sector 1 HSR Layout,2 Bedroom,600.0,2.0,120.0,2.0
Rajaji Nagar,4 BHK,3730.0,4.0,370.0,4.0
Harlur,3 BHK,1459.0,3.0,135.0,3.0
Thanisandra,4 BHK,2259.0,5.0,135.0,4.0
JP Nagar,7 Bedroom,2700.0,4.0,160.0,7.0
Gubbalala,2 BHK,1008.0,2.0,32.25,2.0
NTI Layout,2 BHK,1200.0,2.0,52.5,2.0
Vasanth nagar,4 BHK,2328.0,4.0,528.0,4.0
BTM 1st Stage,7 Bedroom,600.0,7.0,110.0,7.0
Electronic City,2 BHK,660.0,1.0,15.5,2.0
Rajaji Nagar,3 BHK,1800.0,2.0,250.0,3.0
Rajaji Nagar,4 BHK,3100.0,4.0,550.0,4.0
Yelahanka,2 BHK,1405.0,2.0,50.58,2.0
Yelahanka,1 BHK,602.0,1.0,26.0,1.0
Marathahalli,3 BHK,1710.0,3.0,100.0,3.0
JP Nagar,3 BHK,1500.0,2.0,82.0,3.0
Glass Factory Layout,3 BHK,1539.0,3.0,60.0,3.0
Fraser town,6 Bedroom,806.0,3.0,128.0,6.0
Judicial Layout,3 BHK,1100.0,2.0,53.0,3.0
Raja Rajeshwari Nagar,2 BHK,1151.0,2.0,49.0,2.0
Dasappa Layout,2 BHK,920.0,2.0,46.0,2.0
Kathriguppe,3 BHK,1350.0,3.0,78.3,3.0
Bannerghatta Road,2 BHK,1200.0,2.0,65.0,2.0
Thanisandra,2 BHK,1265.0,2.0,78.0,2.0
Chelekare,8 Bedroom,600.0,6.0,60.0,8.0
Sarjapur  Road,3 BHK,1700.0,3.0,93.5,3.0
Ramamurthy Nagar,3 Bedroom,1600.0,3.0,75.0,3.0
4th T block Jayanagar,4 Bedroom,1550.0,4.0,120.0,4.0
R.T. Nagar,3 BHK,1560.0,3.0,125.0,3.0
Horamavu Agara,6 Bedroom,1000.0,5.0,98.0,6.0
Haralur Road,2 BHK,1243.0,2.0,46.0,2.0
Raja Rajeshwari Nagar,4 Bedroom,1200.0,4.0,160.0,4.0
Sarjapur  Road,3 BHK,1403.0,3.0,56.0,3.0
Doddakallasandra,2 BHK,1010.0,2.0,40.39,2.0
Tumkur Road,3 BHK,1416.0,3.0,94.0,3.0
Kanakpura Road,2 BHK,1628.0,2.0,68.0,2.0
Chamrajpet,4 Bedroom,1660.4,4.0,211.0,4.0
7th Phase JP Nagar,3 BHK,1680.0,3.0,125.0,3.0
Doddathoguru,3 BHK,1595.0,3.0,62.0,3.0
Kanakpura Road,3 BHK,1507.0,2.0,95.0,3.0
Frazer Town,3 BHK,2560.0,3.0,288.0,3.0
Hennur Road,3 BHK,1949.0,3.0,133.0,3.0
BTM 2nd Stage,2 Bedroom,800.0,2.0,175.0,2.0
Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2.0
Sonam Layout,2 BHK,905.0,2.0,50.0,2.0
Hosakerehalli,3 BHK,2480.0,3.0,245.0,3.0
CR Layout,3 BHK,1495.0,3.0,200.0,3.0
Kaikondrahalli,3 BHK,1605.0,3.0,105.0,3.0
Bommanahalli,2 BHK,1290.0,2.0,73.0,2.0
Yelahanka,2 BHK,1100.0,2.0,60.0,2.0
Vishveshwarya Layout,6 BHK,2100.0,6.0,92.0,6.0
Electronics City Phase 1,2 BHK,995.0,2.0,49.8,2.0
Banashankari Stage II,2 Bedroom,500.0,2.0,55.0,2.0
Rajaji Nagar,4 BHK,3526.0,4.0,598.0,4.0
Gottigere,3 BHK,1425.0,2.0,47.0,3.0
BTM 4th Stage,3 BHK,1455.0,2.0,55.0,3.0
Jalahalli West,1 BHK,550.0,1.0,23.0,1.0
Uttarahalli,3 BHK,1385.0,2.0,48.48,3.0
Vishveshwarya Layout,4 Bedroom,7000.0,4.0,210.0,4.0
Srinivasa Nagar,5 BHK,4000.0,3.0,130.0,5.0
Gollahalli,2 BHK,1060.0,2.0,53.0,2.0
AGS Layout,3 BHK,1080.0,2.0,75.0,3.0
HBR Layout,3 BHK,1783.0,3.0,125.0,3.0
Haralur Road,3 BHK,1520.0,2.0,90.0,3.0
Sarjapur  Road,2 BHK,1060.0,2.0,55.0,2.0
Raja Rajeshwari Nagar,2 BHK,1267.0,2.0,54.35,2.0
Whitefield,2 BHK,1155.0,2.0,55.0,2.0
Karuna Nagar,3 Bedroom,2500.0,3.0,180.0,3.0
Bannerghatta Road,2 BHK,1240.0,2.0,65.0,2.0
Gollahalli,3 BHK,1570.0,3.0,78.0,3.0
NGR Layout,2 BHK,1019.0,2.0,45.9,2.0
Whitefield,2 BHK,1355.0,3.0,76.0,2.0
Arekempanahalli,3 BHK,1537.0,3.0,110.0,3.0
Whitefield,4 BHK,4075.0,5.0,226.0,4.0
Raja Rajeshwari Nagar,3 BHK,1550.0,3.0,52.45,3.0
Raja Rajeshwari Nagar,2 BHK,1100.0,2.0,50.0,2.0
 Devarabeesana Halli,3 BHK,1750.0,3.0,150.0,3.0
9th Phase JP Nagar,2 BHK,1466.0,2.0,71.0,2.0
Rachenahalli,3 BHK,1550.0,3.0,72.5,3.0
Akshaya Nagar,3 BHK,2300.0,4.0,102.0,3.0
Kengeri,1 BHK,540.0,1.0,22.5,1.0
8th Phase JP Nagar,3 Bedroom,950.0,3.0,130.0,3.0
Chamundi Nagar,7 Bedroom,2800.0,7.0,250.0,7.0
Silk Board,2 BHK,1020.0,2.0,48.0,2.0
Cunningham Road,3 BHK,2880.0,3.0,501.0,3.0
Hebbal,3 BHK,1987.0,4.0,165.0,3.0
Hoodi,2 BHK,1305.0,2.0,75.0,2.0
Sarjapur,4 Bedroom,2100.0,3.0,125.0,4.0
Electronic City,2 BHK,1125.0,2.0,32.5,2.0
Horamavu Banaswadi,2 BHK,1225.0,2.0,49.5,2.0
Hennur,2 BHK,1255.0,2.0,55.5,2.0
MRCR Layout,2 BHK,1191.0,2.0,90.0,2.0
Uttarahalli,6 Bedroom,3600.0,6.0,303.0,6.0
Electronic City,2 BHK,1165.0,2.0,33.64,2.0
Kacharakanahalli,2 BHK,865.0,2.0,35.11,2.0
Nagarbhavi,3 BHK,1850.0,2.0,88.0,3.0
Marsur,2 BHK,497.0,1.0,17.0,2.0
Hennur Road,2 BHK,1232.0,2.0,89.0,2.0
Thanisandra,3 BHK,1732.0,3.0,85.73,3.0
Yelahanka,3 BHK,1614.0,2.0,100.0,3.0
Magadi Road,2 BHK,600.0,1.0,22.0,2.0
Thigalarapalya,3 BHK,2072.0,4.0,155.0,3.0
Electronic City,2 BHK,919.0,2.0,34.0,2.0
Shettihalli,4 Bedroom,2100.0,4.0,90.0,4.0
Shampura,4 BHK,672.0,3.0,54.0,4.0
J C Nagar,8 BHK,800.0,6.0,110.0,8.0
Marsur,3 Bedroom,1200.0,3.0,150.0,3.0
OLd Gurappanapalya,4 BHK,2849.0,5.0,250.0,4.0
Doctors Layout,2 BHK,1000.0,2.0,42.0,2.0
Whitefield,2 BHK,1216.0,2.0,75.0,2.0
Lingadheeranahalli,4 BHK,2245.0,4.0,154.0,4.0
Bannerghatta Road,3 BHK,1476.0,3.0,125.0,3.0
Ambedkar Nagar,3 BHK,1852.0,3.0,130.0,3.0
Udaya Nagar,2 BHK,1225.0,2.0,47.0,2.0
Panathur,3 BHK,1597.0,3.0,67.12,3.0
Jakkur,3 BHK,2423.0,4.0,160.0,3.0
Marathahalli,2 BHK,1152.0,2.0,90.0,2.0
Harlur,3 BHK,1762.0,3.0,133.0,3.0
Kammasandra,3 Bedroom,1400.0,3.0,92.0,3.0
Rachenahalli,3 BHK,1530.0,2.0,74.4,3.0
New Thippasandra,6 Bedroom,2400.0,6.0,400.0,6.0
Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,40.17,2.0
Yelahanka,3 BHK,1890.0,3.0,108.0,3.0
Varthur Road,3 BHK,1247.0,2.0,58.0,3.0
1st Block Jayanagar,8 Bedroom,700.0,4.0,104.0,8.0
HRBR Layout,6 Bedroom,1000.0,6.0,275.0,6.0
Bellandur,2 BHK,1201.0,2.0,59.99,2.0
Gunjur Palya,2 BHK,830.0,2.0,40.0,2.0
Electronic City Phase II,2 BHK,1165.0,2.0,30.29,2.0
Bommanahalli,2 BHK,1100.0,1.0,55.0,2.0
9th Phase JP Nagar,3 BHK,1890.0,2.0,93.0,3.0
Maithri Layout,3 BHK,1685.0,3.0,60.0,3.0
Sarakki Nagar,4 BHK,3131.0,4.0,349.0,4.0
Battarahalli,2 BHK,1165.0,2.0,43.0,2.0
Kachanayakanahalli,2 BHK,827.0,2.0,45.0,2.0
Gangondanahalli,3 Bedroom,396.0,2.0,48.0,3.0
Uttarahalli,4 Bedroom,1200.0,4.0,179.0,4.0
Electronics City Phase 1,1 BHK,635.0,1.0,26.0,1.0
Whitefield,4 Bedroom,4000.0,4.0,380.0,4.0
Vishwanatha Nagenahalli,2 BHK,1050.0,2.0,50.0,2.0
D Group Employees Layout,5 Bedroom,600.0,4.0,76.0,5.0
Jakkur,3 BHK,1819.18,3.0,168.0,3.0
Kanakapura,3 Bedroom,1500.0,3.0,125.0,3.0
Yelenahalli,3 BHK,1500.0,2.0,57.0,3.0
Benson Town,3 BHK,2850.0,4.0,470.0,3.0
Raja Rajeshwari Nagar,3 BHK,1751.0,3.0,72.0,3.0
Vasanth nagar,4 BHK,4750.0,6.0,1102.0,4.0
Bommasandra,2 BHK,1020.0,2.0,40.89,2.0
Thanisandra,2 BHK,1148.0,2.0,43.5,2.0
Talaghattapura,3 BHK,1856.0,3.0,135.0,3.0
Basavangudi,6 Bedroom,1754.0,6.0,650.0,6.0
2nd Block Hrbr Layout,3 Bedroom,4273.0,3.0,1100.0,3.0
B Narayanapura,2 BHK,1060.0,2.0,49.27,2.0
Haralur Road,2 BHK,1300.0,2.0,60.0,2.0
Hormavu,4 Bedroom,3000.0,4.0,100.0,4.0
Bellandur,2 BHK,1325.0,2.0,65.0,2.0
Sai Gardens,2 BHK,1261.0,2.0,61.0,2.0
Manayata Tech Park,2 BHK,1100.0,2.0,46.0,2.0
Ramamurthy Nagar,2 BHK,700.0,2.0,33.0,2.0
7th Phase JP Nagar,3 BHK,1675.0,2.0,135.0,3.0
Ullal Road,4 Bedroom,3400.0,4.0,190.0,4.0
Kodihalli,4 BHK,3260.0,5.0,388.0,4.0
Doddakammanahalli,2 BHK,1180.0,2.0,56.0,2.0
Uttarahalli,2 BHK,1160.0,2.0,45.0,2.0
Kasavanhalli,4 BHK,1863.0,3.0,105.0,4.0
Sahakara Nagar,3 BHK,1914.0,3.0,149.0,3.0
BTM Layout,3 BHK,1458.0,3.0,79.0,3.0
Thirumenahalli,5 Bedroom,1200.0,4.0,115.0,5.0
Babusapalaya,2 BHK,1105.0,2.0,40.0,2.0
Hulimavu,3 BHK,3035.0,5.0,220.0,3.0
Bannerghatta Road,6 Bedroom,1200.0,6.0,160.0,6.0
Akshaya Nagar,3 BHK,1662.0,3.0,90.0,3.0
Yelahanka,3 BHK,1556.0,3.0,86.0,3.0
Jigani,2 BHK,918.0,2.0,50.0,2.0
Sarjapur  Road,3 BHK,1455.0,2.0,98.0,3.0
Jakkasandra Extension,2 BHK,1205.0,2.0,70.0,2.0
BEML Layout,2 BHK,1194.0,2.0,65.0,2.0
Laggere,2 Bedroom,1200.0,2.0,75.0,2.0
Bannerghatta Road,3 BHK,1100.0,2.0,52.0,3.0
Sarjapur  Road,3 BHK,1405.0,3.0,48.87,3.0
Subramanyapura,2 BHK,929.0,2.0,56.0,2.0
Frazer Town,4 BHK,3436.0,5.0,341.0,4.0
7th Phase JP Nagar,2 BHK,1035.0,2.0,39.33,2.0
8th Phase JP Nagar,4 BHK,2100.0,4.0,92.0,4.0
Channasandra,2 BHK,1065.0,2.0,40.47,2.0
Bannerghatta Road,3 BHK,1532.5,3.0,84.29,3.0
Kengeri,6 Bedroom,1500.0,6.0,150.0,6.0
Hullahalli,5 Bedroom,1200.0,5.0,99.0,5.0
Hormavu,2 BHK,1093.0,2.0,32.78,2.0
Anandapura,2 BHK,1250.0,2.0,45.0,2.0
Marathahalli,3 BHK,1680.0,3.0,105.0,3.0
Nagarbhavi,2 BHK,1146.0,2.0,50.0,2.0
Jagajyothi layout,2 BHK,1250.0,2.0,58.0,2.0
Ramagondanahalli,3 BHK,1451.0,3.0,60.44,3.0
Nobo Nagar,3 BHK,1424.0,2.0,55.0,3.0
Gottigere,3 BHK,1435.0,2.0,62.0,3.0
Devanahalli,1 BHK,658.0,1.0,26.91,1.0
Bommanahalli,3 BHK,1300.0,3.0,45.0,3.0
Whitefield,2 BHK,1242.0,2.0,65.0,2.0
Marathahalli,3 BHK,1910.0,3.0,119.0,3.0
Yelahanka,3 BHK,1610.0,4.0,85.0,3.0
Hulimavu,2 BHK,1127.0,2.0,65.0,2.0
Yelahanka,3 BHK,1075.0,2.0,42.0,3.0
Mysore Road,2 BHK,1155.0,2.0,51.0,2.0
Lakkasandra Extension,5 Bedroom,1280.0,3.0,250.0,5.0
Krishna Reddy Layout,3 BHK,1250.0,3.0,55.0,3.0
Kuvempu Layout,3 Bedroom,2200.0,4.0,160.0,3.0
Billekahalli,3 Bedroom,2400.0,3.0,150.0,3.0
Chandapura,2 BHK,876.0,2.0,29.5,2.0
Nagarbhavi,3 BHK,1850.0,2.0,89.0,3.0
Kadugodi,2 BHK,1314.0,2.0,83.0,2.0
Rachenahalli,1 BHK,690.0,1.0,39.8,1.0
Srirampura,2 BHK,1230.0,2.0,55.0,2.0
Bommasandra,2 BHK,920.0,2.0,37.2,2.0
Sarjapur  Road,3 BHK,1850.0,3.0,140.0,3.0
Electronic City,2 BHK,1073.0,2.0,60.0,2.0
Maithri Layout,3 BHK,1540.0,3.0,76.0,3.0
Kanakpura Road,3 BHK,1550.0,3.0,63.5,3.0
Kalyan nagar,2 BHK,1198.0,2.0,65.0,2.0
HBR Layout,3 BHK,1656.0,3.0,90.0,3.0
Kaveri Nagar,3 BHK,1900.0,3.0,155.0,3.0
Ramagondanahalli,3 BHK,1910.0,3.0,142.0,3.0
Mysore Road,2 BHK,1003.0,2.0,43.0,2.0
Whitefield,3 BHK,1495.0,2.0,67.0,3.0
Thanisandra,3 BHK,2172.0,3.0,76.02,3.0
Sarakki Nagar,4 Bedroom,2400.0,4.0,358.0,4.0
T G extension,2 Bedroom,1200.0,1.0,95.0,2.0
Whitefield,3 BHK,1548.0,3.0,65.0,3.0
2nd Block Koramangala,7 Bedroom,5400.0,5.0,972.0,7.0
Whitefield,4 BHK,2856.0,5.0,154.5,4.0
Hosur Road,3 BHK,1689.0,3.0,103.0,3.0
Electronic City Phase II,2 BHK,1031.0,2.0,53.0,2.0
Bhoganhalli,4 BHK,2119.0,4.0,111.0,4.0
Whitefield,2 Bedroom,1200.0,2.0,46.13,2.0
JCR Layout,2 BHK,1060.0,2.0,37.0,2.0
Devi Nagar,2 BHK,1100.0,2.0,61.0,2.0
GKW Layout,4 Bedroom,1350.0,4.0,225.0,4.0
Gandhi Nagar,5 Bedroom,1050.0,4.0,80.0,5.0
Hennur Road,3 BHK,1250.0,2.0,77.88,3.0
8th Block Jayanagar,2 BHK,1100.0,2.0,110.0,2.0
Whitefield,2 Bedroom,1200.0,2.0,46.13,2.0
Seegehalli,3 BHK,1420.0,2.0,46.0,3.0
Electronic City,3 BHK,1500.0,2.0,78.0,3.0
OLd Gurappanapalya,3 BHK,1942.0,3.0,155.0,3.0
Haralur Road,3 BHK,1985.0,3.0,130.0,3.0
Sarjapur  Road,1 BHK,950.0,1.0,39.9,1.0
AMS Layout,3 Bedroom,1200.0,4.0,80.0,3.0
Green Glen Layout,3 BHK,1752.0,3.0,105.0,3.0
Abbigere,4 Bedroom,1200.0,3.0,120.0,4.0
Mahalakshmi Layout,5 Bedroom,1200.0,5.0,200.0,5.0
Old Madras Road,3 BHK,1480.0,2.0,84.0,3.0
Jnana Ganga Nagar,3 Bedroom,600.0,4.0,81.0,3.0
Sarjapur  Road,3 BHK,1826.0,3.0,130.0,3.0
8th Phase JP Nagar,2 BHK,1035.0,2.0,39.33,2.0
Sarjapur  Road,4 Bedroom,2600.0,4.0,98.0,4.0
Kasavanhalli,3 BHK,1667.0,3.0,92.0,3.0
Thanisandra,2 BHK,934.0,2.0,55.0,2.0
Mahadevpura,3 BHK,1620.0,2.0,76.0,3.0
Electronic City,2 BHK,1070.0,2.0,47.0,2.0
Hosur Road,5 Bedroom,3600.0,5.0,180.0,5.0
Uttarahalli,3 BHK,1280.0,2.0,60.0,3.0
rr nagar,2 BHK,1400.0,2.0,60.0,2.0
Vishveshwarya Layout,7 Bedroom,1200.0,8.0,180.0,7.0
"Varthur Road, ",2 BHK,1330.0,2.0,64.0,2.0
Balagere,2 BHK,1012.0,2.0,54.59,2.0
Electronic City Phase II,3 BHK,1611.0,2.0,48.33,3.0
Whitefield,3 BHK,1405.0,3.0,58.0,3.0
VGP Layout,3 BHK,1515.0,3.0,90.0,3.0
Thigalarapalya,3 BHK,1830.0,4.0,150.0,3.0
Kaggadasapura,3 BHK,1710.0,3.0,60.0,3.0
BTM Layout,2 BHK,935.0,2.0,51.5,2.0
Jakkur,3 BHK,2197.0,3.0,136.0,3.0
TC Palaya,4 Bedroom,600.0,4.0,65.0,4.0
Yeshwanthpur,3 BHK,1678.0,3.0,92.13,3.0
Brookefield,3 BHK,1410.0,2.0,80.0,3.0
Jakkur,2 BHK,1125.0,2.0,65.0,2.0
Magadi Road,3 BHK,1191.0,2.0,55.38,3.0
Thubarahalli,2 BHK,1200.0,2.0,79.0,2.0
CV Raman Nagar,3 BHK,1525.0,2.0,67.0,3.0
KUDLU MAIN ROAD,3 BHK,1464.0,3.0,56.0,3.0
Seegehalli,2 BHK,920.0,2.0,27.0,2.0
Yelahanka,1 BHK,651.0,1.0,17.5,1.0
Chikkabanavar,2 BHK,600.0,1.0,25.0,2.0
Chandapura,1 BHK,645.0,1.0,16.45,1.0
Thanisandra,2 BHK,1185.0,2.0,44.0,2.0
Electronics City Phase 1,2 BHK,1190.0,2.0,68.0,2.0
Whitefield,4 BHK,2856.0,5.0,158.5,4.0
Whitefield,2 BHK,1355.0,2.0,73.0,2.0
KR Puram,2 Bedroom,1200.0,1.0,65.0,2.0
Kundalahalli,4 Bedroom,7000.0,4.0,550.0,4.0
Ramamurthy Nagar,6 Bedroom,1200.0,4.0,110.0,6.0
Yelahanka New Town,1 BHK,500.0,2.0,24.0,1.0
Bommasandra Industrial Area,3 BHK,1250.0,3.0,50.0,3.0
Uttarahalli,3 BHK,1480.0,2.0,58.0,3.0
Ambalipura,4 BHK,3300.0,4.0,329.0,4.0
Green Woods Layout,2 BHK,1206.0,2.0,53.0,2.0
Rajaji Nagar,2 BHK,1357.0,2.0,130.0,2.0
Hosakerehalli,2 BHK,925.0,2.0,46.5,2.0
8th Phase JP Nagar,2 BHK,909.0,2.0,40.9,2.0
Seegehalli,3 Bedroom,3000.0,5.0,335.0,3.0
Brookefield,2 BHK,1100.0,2.0,55.0,2.0
Malleshwaram,4 Bedroom,3000.0,5.0,815.0,4.0
Vidyaranyapura,2 BHK,1100.0,2.0,54.0,2.0
Subramanyapura,2 BHK,975.0,2.0,65.0,2.0
Raja Rajeshwari Nagar,2 BHK,1306.0,2.0,44.17,2.0
Roopena Agrahara,4 Bedroom,1200.0,4.0,95.0,4.0
Kalena Agrahara,1 BHK,610.0,1.0,39.0,1.0
Yelahanka,3 BHK,1484.0,2.0,56.4,3.0
Ramamurthy Nagar,2 BHK,1125.0,2.0,47.0,2.0
Bhoganhalli,2 BHK,1447.0,2.0,75.97,2.0
Whitefield,4 BHK,2882.0,5.0,158.0,4.0
Vidyaranyapura,4 Bedroom,750.0,4.0,88.0,4.0
Kundalahalli,3 BHK,2075.0,3.0,115.0,3.0
Stage-4 Bommanahalli,2 BHK,1250.0,2.0,58.0,2.0
Horamavu Banaswadi,2 BHK,1272.0,2.0,51.5,2.0
Banashankari Stage II,4 Bedroom,1050.0,3.0,125.0,4.0
Venkateshpuram,2 BHK,625.0,2.0,24.0,2.0
1st Phase JP Nagar,1 BHK,840.0,2.0,50.0,1.0
Hennur Road,4 BHK,2502.0,4.0,180.0,4.0
Rayasandra,1 BHK,583.0,1.0,26.9,1.0
Gunjur Palya,2 BHK,900.0,2.0,27.0,2.0
Sarjapur  Road,2 BHK,1115.0,2.0,50.0,2.0
HOSUR MAIN ROAD,2 BHK,1464.0,2.0,56.0,2.0
Kanakapura,3 Bedroom,2200.0,3.0,121.0,3.0
Whitefield,1 BHK,750.0,1.0,51.0,1.0
Marathahalli,3 BHK,1600.0,3.0,58.0,3.0
Chikkalasandra,3 BHK,1365.0,2.0,49.0,3.0
"Judicial Layout, Kanakapura Road, ",3 BHK,1300.0,3.0,64.0,3.0
Kurubarahalli,1 Bedroom,1200.0,1.0,69.0,1.0
Hormavu,2 BHK,1260.0,2.0,35.0,2.0
Electronics City Phase 1,2 BHK,1190.0,2.0,33.92,2.0
Hosakerehalli,3 BHK,2480.0,4.0,260.0,3.0
Vishwapriya Layout,3 BHK,1250.0,3.0,38.0,3.0
Kaggadasapura,3 BHK,1500.0,3.0,75.0,3.0
Banashankari Stage V,3 BHK,1510.0,3.0,47.57,3.0
7th Phase JP Nagar,2 BHK,1187.0,2.0,59.0,2.0
Kundalahalli,2 BHK,1120.0,2.0,53.76,2.0
Whitefield,2 BHK,1115.0,2.0,34.555,2.0
Dodsworth Layout,3 BHK,1717.0,3.0,99.0,3.0
Mullur,3 BHK,2099.0,3.0,95.0,3.0
Kasturi Nagar,2 BHK,1100.0,2.0,58.0,2.0
Hegganahalli,1 Bedroom,1200.0,1.0,48.0,1.0
Bannerghatta Road,3 BHK,1465.0,2.0,45.87,3.0
Kothanur,1 Bedroom,1500.0,1.0,75.0,1.0
Prashanth Nagar,5 Bedroom,4050.0,4.0,600.0,5.0
Haralur Road,3 BHK,1255.0,2.0,90.0,3.0
5th Phase JP Nagar,2 BHK,1220.0,2.0,88.0,2.0
Electronic City Phase II,2 BHK,1065.0,2.0,30.88,2.0
Sultan Palaya,3 BHK,1765.0,3.0,80.0,3.0
Bellandur,2 BHK,1281.0,2.0,87.0,2.0
Electronic City,2 BHK,1210.0,2.0,25.0,2.0
Kaggadasapura,2 BHK,1215.0,2.0,43.0,2.0
Ananth Nagar,4 Bedroom,1200.0,3.0,87.0,4.0
Mysore Road,2 BHK,1237.0,2.0,73.0,2.0
Lakshminarayana Pura,2 BHK,1300.0,2.0,70.0,2.0
Whitefield,2 BHK,1105.0,2.0,39.99,2.0
Chandapura,3 BHK,1505.0,2.0,42.0,3.0
Hebbal Kempapura,4 BHK,3900.0,5.0,310.0,4.0
Banashankari,2 BHK,1186.0,2.0,65.0,2.0
Byrathi Village,4 Bedroom,900.0,3.0,51.0,4.0
Kengeri,2 BHK,750.0,2.0,35.5,2.0
Varthur,2 BHK,1083.0,2.0,28.0,2.0
Nagaraja Garden,3 BHK,1430.0,2.0,78.65,3.0
Thanisandra,2 BHK,1056.0,2.0,68.0,2.0
VGP Layout,3 BHK,2108.0,3.0,85.0,3.0
Banashankari,3 BHK,1650.0,3.0,101.0,3.0
Electronic City Phase II,3 BHK,1220.0,3.0,36.6,3.0
Rayasandra,2 BHK,1198.0,2.0,54.0,2.0
Ejipura,2 BHK,1190.0,2.0,70.0,2.0
"Judicial Layout, Kanakapura Road, ",2 BHK,900.0,2.0,41.0,2.0
J.P.nagar 6th Phase.Sarakki Nagar,4 BHK,2690.0,4.0,185.0,4.0
Kanakapura,2 BHK,1340.0,2.0,65.0,2.0
Bommenahalli,4 Bedroom,2940.0,3.0,2250.0,4.0
Giri Nagar,6 Bedroom,2400.0,6.0,400.0,6.0
Yelahanka,2 BHK,1260.0,2.0,59.2,2.0
Talaghattapura,3 BHK,2254.0,3.0,153.0,3.0
Old Madras Road,3 BHK,2990.0,5.0,210.0,3.0
1st Block BEL Layout,4 Bedroom,1800.0,5.0,250.0,4.0
JP Nagar,2 BHK,820.0,2.0,45.0,2.0
Electronic City,2 BHK,1296.0,2.0,65.0,2.0
Uttarahalli,2 BHK,1190.0,2.0,53.55,2.0
Whitefield,2 BHK,1173.0,2.0,77.0,2.0
