location,size,total_sqft,bath,price,BHK,price_per_sqft
Kadugodi,3 BHK,1351.0,2.0,78.0,3.0,5773.501110288675
Yelahanka New Town,2 BHK,960.0,2.0,50.0,2.0,5208.333333333333
Arekere,3 Bedroom,2400.0,3.0,180.0,3.0,7500.0
Horamavu Banaswadi,2 BHK,1254.0,2.0,47.0,2.0,3748.006379585327
Haralur Road,3 BHK,1255.0,3.0,115.0,3.0,9163.346613545817
CV Raman Nagar,2 BHK,1051.0,2.0,61.0,2.0,5803.996194100856
Uttarahalli,2 BHK,1099.0,2.0,65.0,2.0,5914.467697907188
Hebbal,3 BHK,2650.0,4.0,199.0,3.0,7509.433962264151
other,4 Bedroom,2000.0,2.0,160.0,4.0,8000.0
Yeshwanthpur,2 BHK,1541.0,2.0,130.0,2.0,8436.080467229072
Sarjapur  Road,3 Bedroom,1200.0,3.0,70.0,3.0,5833.333333333333
other,1 BHK,834.0,1.0,62.0,1.0,7434.052757793765
Gollarapalya Hosahalli,3 BHK,1320.0,3.0,60.0,3.0,4545.454545454545
other,1 Bedroom,600.0,1.0,52.0,1.0,8666.666666666666
Whitefield,2 BHK,1180.0,2.0,70.0,2.0,5932.203389830508
Kadugodi,2 BHK,1010.0,2.0,50.0,2.0,4950.495049504951
Channasandra,2 BHK,1070.0,2.0,38.0,2.0,3551.4018691588785
Choodasandra,3 BHK,1580.0,3.0,105.0,3.0,6645.569620253164
Green Glen Layout,3 BHK,2000.0,3.0,165.0,3.0,8250.0
Iblur Village,3 BHK,1920.0,3.0,130.0,3.0,6770.833333333333
Kalena Agrahara,2 BHK,1040.0,2.0,45.0,2.0,4326.923076923077
Hulimavu,3 BHK,1430.0,2.0,90.0,3.0,6293.706293706294
Uttarahalli,3 BHK,1215.0,2.0,52.85,3.0,4349.794238683127
Thanisandra,3 BHK,1564.0,3.0,105.0,3.0,6713.5549872122765
Hormavu,2 Bedroom,750.0,2.0,58.0,2.0,7733.333333333333
Kasavanhalli,2 BHK,1200.0,2.0,60.0,2.0,5000.0
Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,48.79,2.0,4325.354609929078
Begur Road,2 BHK,1200.0,2.0,44.4,2.0,3700.0
other,4 BHK,2000.0,4.0,135.0,4.0,6750.0
other,3 BHK,2750.0,3.0,260.0,3.0,9454.545454545454
Yelahanka,3 BHK,1650.0,3.0,105.0,3.0,6363.636363636364
Kengeri Satellite Town,2 BHK,985.0,2.0,42.0,2.0,4263.959390862944
Gottigere,4 Bedroom,2500.0,3.0,120.0,4.0,4800.0
GM Palaya,2 BHK,1030.0,2.0,60.0,2.0,5825.242718446602
Sarjapur  Road,4 Bedroom,3800.0,3.0,325.0,4.0,8552.631578947368
Kasavanhalli,4 Bedroom,4260.0,4.0,333.0,4.0,7816.901408450704
Brookefield,5 Bedroom,1950.0,6.0,175.0,5.0,8974.358974358975
Kanakapura,2 BHK,1283.0,2.0,68.0,2.0,5300.077942322681
Konanakunte,3 Bedroom,2400.0,2.0,180.0,3.0,7500.0
Kathriguppe,3 BHK,1250.0,2.0,68.75,3.0,5500.0
Panathur,2 BHK,1199.0,2.0,85.0,2.0,7089.241034195163
other,2 BHK,1280.0,2.0,90.0,2.0,7031.25
Yelachenahalli,2 BHK,1100.0,2.0,60.0,2.0,5454.545454545455
other,3 BHK,2075.0,3.0,175.0,3.0,8433.734939759037
Harlur,2 BHK,1133.0,2.0,55.0,2.0,4854.368932038835
Somasundara Palya,4 BHK,2400.0,3.0,140.0,4.0,5833.333333333333
Horamavu Agara,3 BHK,1250.0,3.0,65.0,3.0,5200.0
Munnekollal,2 BHK,1080.0,2.0,45.0,2.0,4166.666666666667
Battarahalli,1 BHK,600.0,1.0,47.0,1.0,7833.333333333333
Vittasandra,2 BHK,1246.0,2.0,67.3,2.0,5401.284109149277
HSR Layout,2 BHK,1140.0,2.0,46.0,2.0,4035.0877192982457
Vidyaranyapura,2 BHK,1120.0,2.0,70.0,2.0,6250.0
Electronic City,1 BHK,435.0,1.0,22.0,1.0,5057.471264367816
Magadi Road,2 BHK,1116.0,2.0,51.89,2.0,4649.641577060932
Old Madras Road,3 BHK,1480.0,3.0,95.0,3.0,6418.918918918919
Hormavu,2 BHK,1000.0,2.0,50.0,2.0,5000.0
HSR Layout,2 BHK,1145.0,2.0,46.0,2.0,4017.467248908297
Bommasandra,2 BHK,800.0,1.0,32.0,2.0,4000.0
Thanisandra,2 BHK,1265.0,2.0,83.0,2.0,6561.264822134387
Devanahalli,3 BHK,1700.0,3.0,88.2,3.0,5188.235294117647
BTM 2nd Stage,2 BHK,1265.0,2.0,55.0,2.0,4347.826086956522
Anandapura,2 Bedroom,1200.0,2.0,58.0,2.0,4833.333333333333
1st Phase JP Nagar,3 BHK,2180.0,3.0,210.0,3.0,9633.02752293578
Brookefield,2 BHK,1080.0,2.0,50.0,2.0,4629.62962962963
Whitefield,3 BHK,2023.0,4.0,130.0,3.0,6426.099851705388
other,2 BHK,2400.0,2.0,125.0,2.0,5208.333333333333
Kalena Agrahara,3 BHK,1804.0,3.0,166.0,3.0,9201.773835920178
Hoodi,2 BHK,1108.0,2.0,74.23,2.0,6699.458483754513
Marathahalli,3 BHK,1730.0,3.0,115.0,3.0,6647.398843930636
Sarjapura - Attibele Road,2 BHK,1073.0,2.0,31.77,2.0,2960.857409133271
Ananth Nagar,2 BHK,960.0,2.0,37.0,2.0,3854.1666666666665
Electronic City Phase II,2 BHK,1125.0,2.0,32.49,2.0,2888.0
Brookefield,2 BHK,1230.0,2.0,55.0,2.0,4471.544715447155
Mahadevpura,2 BHK,1438.0,2.0,89.0,2.0,6189.151599443671
7th Phase JP Nagar,2 BHK,1080.0,2.0,75.0,2.0,6944.444444444444
Marathahalli,2 Bedroom,1200.0,1.0,103.0,2.0,8583.333333333334
other,3 BHK,1350.0,3.0,68.0,3.0,5037.037037037037
Kaggadasapura,3 BHK,1560.0,2.0,72.0,3.0,4615.384615384615
Mallasandra,4 BHK,1810.0,3.0,57.0,4.0,3149.171270718232
other,3 BHK,2274.24,4.0,160.0,3.0,7035.317292809907
Sonnenahalli,3 BHK,1484.0,3.0,74.18,3.0,4998.652291105122
Thanisandra,3 BHK,2280.0,4.0,184.0,3.0,8070.175438596491
Bharathi Nagar,2 BHK,1351.0,2.0,74.0,2.0,5477.424130273871
Sarjapur  Road,2 BHK,984.0,2.0,55.0,2.0,5589.430894308943
Bhoganhalli,2 BHK,1447.0,2.0,75.97,2.0,5250.172771250864
Margondanahalli,2 Bedroom,1140.0,2.0,60.0,2.0,5263.1578947368425
Bommanahalli,2 BHK,1170.0,2.0,34.0,2.0,2905.982905982906
Poorna Pragna Layout,2 BHK,1160.0,2.0,46.39,2.0,3999.137931034483
Kanakpura Road,2 BHK,1296.0,2.0,89.0,2.0,6867.283950617284
other,3 BHK,1570.0,3.0,80.0,3.0,5095.541401273886
Bellandur,2 BHK,1088.0,2.0,48.0,2.0,4411.764705882353
Hosa Road,3 BHK,1533.0,3.0,98.18,3.0,6404.4357469015
Rachenahalli,2 BHK,1100.0,2.0,68.0,2.0,6181.818181818182
Hebbal,2 BHK,1244.0,3.0,48.0,2.0,3858.520900321543
Hosa Road,2 BHK,1040.0,2.0,68.59,2.0,6595.192307692308
Begur Road,2 BHK,1260.0,2.0,39.69,2.0,3150.0
Uttarahalli,2 BHK,1180.0,2.0,41.3,2.0,3499.9999999999995
Thigalarapalya,2 BHK,1245.0,2.0,100.0,2.0,8032.128514056225
other,3 BHK,1350.0,3.0,75.0,3.0,5555.555555555556
Vijayanagar,2 BHK,920.0,2.0,60.0,2.0,6521.739130434783
other,6 Bedroom,2300.0,7.0,160.0,6.0,6956.521739130435
Sarjapur,2 BHK,1124.0,2.0,30.35,2.0,2700.1779359430607
Begur Road,2 BHK,1100.0,2.0,71.42,2.0,6492.727272727273
Vijayanagar,2 BHK,1019.0,2.0,58.0,2.0,5691.854759568204
Harlur,3 BHK,1756.0,3.0,128.0,3.0,7289.293849658315
Bommasandra,3 BHK,1280.0,3.0,50.0,3.0,3906.25
Indira Nagar,3 BHK,1700.0,3.0,150.0,3.0,8823.529411764706
Whitefield,3 BHK,2134.0,4.0,118.0,3.0,5529.522024367385
Hosa Road,2 BHK,1369.1,2.0,98.0,2.0,7157.986998758309
other,3 BHK,2515.0,4.0,155.0,3.0,6163.021868787277
Hebbal,3 BHK,1800.0,3.0,140.0,3.0,7777.777777777777
Kudlu,3 BHK,1600.0,3.0,79.0,3.0,4937.5
GM Palaya,2 BHK,1000.0,2.0,35.0,2.0,3500.0
Banashankari Stage III,3 BHK,1305.0,2.0,59.0,3.0,4521.072796934866
Binny Pete,3 BHK,1740.0,3.0,150.0,3.0,8620.689655172413
Malleshwaram,2 BHK,900.0,2.0,90.0,2.0,10000.0
Benson Town,2 BHK,1567.0,3.0,140.0,2.0,8934.269304403319
Nagarbhavi,2 BHK,1050.0,2.0,80.0,2.0,7619.047619047619
Begur,3 Bedroom,3500.0,4.0,185.0,3.0,5285.714285714285
Dasarahalli,2 BHK,1220.0,2.0,52.0,2.0,4262.295081967213
Binny Pete,3 BHK,1970.0,3.0,164.0,3.0,8324.873096446701
Kanakapura,4 BHK,2130.0,4.0,120.0,4.0,5633.802816901409
Harlur,3 BHK,1749.0,3.0,120.0,3.0,6861.06346483705
Subramanyapura,2 BHK,1260.0,2.0,108.0,2.0,8571.42857142857
6th Phase JP Nagar,2 BHK,1170.0,2.0,120.0,2.0,10256.410256410256
Hennur Road,3 BHK,2264.0,3.0,168.0,3.0,7420.494699646643
Begur,2 BHK,1100.0,2.0,55.0,2.0,5000.0
Chandapura,2 BHK,674.0,1.0,19.9,2.0,2952.522255192878
Electronics City Phase 1,2 BHK,1125.0,2.0,65.0,2.0,5777.777777777777
Nagavara,2 BHK,1125.0,2.0,44.5,2.0,3955.555555555556
BTM Layout,3 BHK,1300.0,2.0,75.0,3.0,5769.2307692307695
Magadi Road,3 BHK,1052.0,2.0,60.0,3.0,5703.42205323194
Devarachikkanahalli,2 BHK,1130.0,2.0,36.0,2.0,3185.8407079646017
BTM 2nd Stage,3 BHK,2200.0,3.0,220.0,3.0,10000.0
Gottigere,3 BHK,1230.0,2.0,52.0,3.0,4227.642276422765
Haralur Road,3 BHK,1520.0,2.0,85.0,3.0,5592.105263157895
Kanakpura Road,1 BHK,525.0,1.0,26.25,1.0,5000.0
Hosa Road,2 BHK,1040.0,2.0,61.0,2.0,5865.384615384615
other,3 BHK,1300.0,2.0,67.0,3.0,5153.846153846154
Old Airport Road,4 BHK,2690.0,4.0,201.0,4.0,7472.118959107806
Domlur,1 BHK,780.0,1.0,70.0,1.0,8974.358974358975
Panathur,2 BHK,1140.0,2.0,51.2,2.0,4491.228070175439
Nagavarapalya,1 BHK,646.0,1.0,25.84,1.0,4000.0
Cox Town,3 BHK,1600.0,3.0,150.0,3.0,9375.0
Kadugodi,3 BHK,1890.0,4.0,125.0,3.0,6613.756613756614
Kadugodi,2 BHK,1050.0,2.0,34.0,2.0,3238.095238095238
Green Glen Layout,3 BHK,1970.0,3.0,160.0,3.0,8121.827411167513
Balagere,2 BHK,1007.0,2.0,67.0,2.0,6653.426017874876
Doddathoguru,2 BHK,1105.0,2.0,50.0,2.0,4524.886877828054
Lakshminarayana Pura,3 BHK,1700.0,3.0,150.0,3.0,8823.529411764706
Raja Rajeshwari Nagar,2 BHK,1170.0,2.0,50.0,2.0,4273.504273504273
Chandapura,2 BHK,1080.0,2.0,45.0,2.0,4166.666666666667
Ramamurthy Nagar,2 BHK,1200.0,2.0,57.9,2.0,4825.0
KR Puram,2 BHK,1040.0,2.0,50.0,2.0,4807.692307692308
Hosur Road,2 BHK,1085.0,2.0,33.7,2.0,3105.990783410138
NRI Layout,4 Bedroom,2150.0,4.0,115.0,4.0,5348.837209302325
Panathur,2 BHK,1210.0,2.0,77.0,2.0,6363.636363636364
other,2 BHK,1050.0,2.0,55.0,2.0,5238.095238095239
Iblur Village,3 BHK,1920.0,3.0,150.0,3.0,7812.5
Mysore Road,2 BHK,947.55,2.0,80.0,2.0,8442.826236082528
Malleshpalya,2 BHK,1421.0,2.0,90.0,2.0,6333.56790992259
Whitefield,1 BHK,905.0,1.0,60.0,1.0,6629.834254143647
Hormavu,4 Bedroom,3500.0,4.0,289.0,4.0,8257.142857142857
Malleshwaram,3 BHK,2250.0,3.0,200.0,3.0,8888.888888888889
Anjanapura,2 BHK,950.0,2.0,32.0,2.0,3368.4210526315787
Banashankari Stage III,2 BHK,1304.0,2.0,111.0,2.0,8512.269938650306
7th Phase JP Nagar,3 BHK,2100.0,3.0,200.0,3.0,9523.809523809525
Budigere,3 BHK,1636.0,3.0,85.0,3.0,5195.59902200489
Green Glen Layout,3 BHK,1728.0,3.0,125.0,3.0,7233.796296296296
7th Phase JP Nagar,3 BHK,1680.0,3.0,125.0,3.0,7440.476190476191
Yelahanka,4 Bedroom,3990.0,4.0,260.0,4.0,6516.290726817043
Kasavanhalli,2 BHK,1495.0,2.0,83.0,2.0,5551.839464882944
Kanakpura Road,1 BHK,381.0,1.0,28.0,1.0,7349.081364829396
Hennur Road,3 BHK,2002.0,3.0,120.0,3.0,5994.005994005994
other,3 Bedroom,3200.0,3.0,260.0,3.0,8125.0
Banjara Layout,2 Bedroom,1200.0,2.0,70.0,2.0,5833.333333333333
Bommasandra,3 Bedroom,1942.0,3.0,90.0,3.0,4634.397528321319
other,3 BHK,1450.0,3.0,90.0,3.0,6206.896551724138
Old Madras Road,2 BHK,1210.0,2.0,80.0,2.0,6611.570247933884
Yelahanka,3 BHK,1620.0,3.0,90.0,3.0,5555.555555555556
Hebbal Kempapura,3 BHK,3408.0,3.0,260.0,3.0,7629.107981220657
Marathahalli,2 BHK,1314.0,2.0,55.0,2.0,4185.692541856925
Bisuvanahalli,2 BHK,945.0,2.0,33.0,2.0,3492.063492063492
Nehru Nagar,3 BHK,1374.0,3.0,72.0,3.0,5240.174672489083
Kanakpura Road,3 BHK,1603.0,3.0,113.0,3.0,7049.282595134124
Kengeri,3 BHK,1230.0,2.0,52.0,3.0,4227.642276422765
Basavangudi,1 RK,670.0,1.0,50.0,1.0,7462.686567164179
Electronic City,2 BHK,770.0,1.0,39.9,2.0,5181.818181818182
Varthur,2 BHK,1085.0,2.0,45.0,2.0,4147.465437788019
other,3 BHK,1893.0,3.0,115.0,3.0,6075.0132065504495
Electronics City Phase 1,3 BHK,1550.0,2.0,82.0,3.0,5290.322580645161
Badavala Nagar,3 BHK,1494.0,2.0,94.55,3.0,6328.647925033467
Electronic City Phase II,2 BHK,1286.0,2.0,69.0,2.0,5365.47433903577
Haralur Road,2 BHK,1243.0,2.0,45.0,2.0,3620.2735317779566
Brookefield,2 BHK,1200.0,2.0,75.0,2.0,6250.0
Sarjapur,2 BHK,1044.0,2.0,32.0,2.0,3065.1340996168583
7th Phase JP Nagar,2 BHK,1040.0,2.0,41.59,2.0,3999.038461538462
8th Phase JP Nagar,2 BHK,1125.0,2.0,36.94,2.0,3283.555555555556
Vijayanagar,5 Bedroom,2400.0,6.0,125.0,5.0,5208.333333333333
Lakshminarayana Pura,2 BHK,1210.0,2.0,75.0,2.0,6198.347107438017
8th Phase JP Nagar,4 BHK,1200.0,3.0,110.0,4.0,9166.666666666666
Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,51.15,2.0,4316.455696202532
Kalena Agrahara,3 BHK,1450.0,3.0,100.0,3.0,6896.551724137931
Old Madras Road,3 BHK,1859.0,3.0,121.0,3.0,6508.87573964497
other,3 BHK,1200.0,2.0,100.0,3.0,8333.333333333334
Thanisandra,1 BHK,784.0,1.0,35.285,1.0,4500.6377551020405
Kudlu,2 BHK,1027.0,2.0,42.0,2.0,4089.581304771178
Uttarahalli,2 BHK,1002.0,2.0,40.08,2.0,4000.0
Uttarahalli,2 BHK,1002.0,2.0,40.08,2.0,4000.0
Narayanapura,2 BHK,1308.0,2.0,89.04,2.0,6807.339449541284
Hennur Road,2 BHK,1232.0,2.0,69.6,2.0,5649.350649350648
Haralur Road,2 BHK,1027.0,2.0,44.0,2.0,4284.323271665044
Kalyan nagar,2 BHK,1250.0,2.0,65.0,2.0,5200.0
Raja Rajeshwari Nagar,2 BHK,1255.0,2.0,53.87,2.0,4292.430278884463
Akshaya Nagar,3 BHK,1434.0,3.0,84.0,3.0,5857.740585774059
Doddathoguru,2 BHK,925.0,2.0,30.0,2.0,3243.243243243244
Jakkur,3 BHK,1858.0,3.0,123.0,3.0,6620.021528525296
other,2 BHK,1205.0,2.0,70.0,2.0,5809.128630705394
other,3 Bedroom,1500.0,3.0,90.0,3.0,6000.0
Mysore Road,2 BHK,1020.0,2.0,48.95,2.0,4799.019607843137
Thanisandra,2 BHK,965.0,2.0,56.0,2.0,5803.108808290155
Battarahalli,2 BHK,1636.0,2.0,82.89,2.0,5066.625916870416
Kundalahalli,3 BHK,1724.0,3.0,125.0,3.0,7250.580046403712
Yelahanka,1 BHK,654.0,1.0,36.25,1.0,5542.813455657492
Budigere,3 BHK,1636.0,3.0,92.0,3.0,5623.471882640587
Hennur Road,2 BHK,1195.0,2.0,73.0,2.0,6108.786610878661
other,2 BHK,1250.0,2.0,67.0,2.0,5360.0
Whitefield,3 BHK,1452.0,3.0,90.0,3.0,6198.347107438017
Thanisandra,3 BHK,1546.0,3.0,95.0,3.0,6144.890038809832
other,1 Bedroom,375.0,1.0,26.0,1.0,6933.333333333333
Balagere,2 BHK,1007.0,2.0,66.0,2.0,6554.121151936445
Hennur Road,2 BHK,1020.0,2.0,47.0,2.0,4607.843137254902
other,2 Bedroom,800.0,3.0,59.5,2.0,7437.5
Marathahalli,2 BHK,1125.0,2.0,55.0,2.0,4888.888888888889
Whitefield,4 Bedroom,2850.0,5.0,240.0,4.0,8421.052631578947
other,2 BHK,1400.0,2.0,85.0,2.0,6071.428571428572
Kadugodi,2 BHK,1152.0,2.0,61.0,2.0,5295.138888888889
Subramanyapura,2 BHK,958.0,2.0,34.49,2.0,3600.208768267224
Bellandur,2 BHK,1310.0,2.0,85.0,2.0,6488.5496183206105
Hosur Road,3 BHK,1590.0,2.0,126.0,3.0,7924.528301886792
Green Glen Layout,3 BHK,1645.0,3.0,110.0,3.0,6686.930091185411
other,3 Bedroom,1800.0,2.0,100.0,3.0,5555.555555555556
Thanisandra,3 BHK,1795.0,3.0,150.0,3.0,8356.545961002785
8th Phase JP Nagar,2 BHK,1100.0,2.0,35.0,2.0,3181.818181818182
Thanisandra,1 BHK,777.0,1.0,38.535,1.0,4959.459459459459
other,2 BHK,925.0,2.0,70.0,2.0,7567.567567567567
Bommanahalli,2 BHK,1020.0,2.0,55.0,2.0,5392.156862745098
Electronic City Phase II,2 BHK,1140.0,2.0,32.92,2.0,2887.719298245614
Anekal,3 BHK,967.0,2.0,45.0,3.0,4653.567735263702
Hebbal,4 BHK,2470.0,4.0,203.0,4.0,8218.623481781377
Thanisandra,3 BHK,1697.0,3.0,110.0,3.0,6482.027106658809
Varthur,2 BHK,1250.0,2.0,47.0,2.0,3760.0
Gottigere,2 BHK,1120.0,2.0,50.0,2.0,4464.285714285715
NRI Layout,4 Bedroom,1200.0,4.0,95.0,4.0,7916.666666666667
Hennur Road,5 Bedroom,5100.0,6.0,375.0,5.0,7352.941176470588
Hebbal,2 BHK,1200.0,2.0,52.0,2.0,4333.333333333333
7th Phase JP Nagar,2 BHK,1100.0,2.0,44.0,2.0,4000.0
Devarachikkanahalli,3 BHK,1417.0,2.0,76.0,3.0,5363.443895553987
Thanisandra,3 BHK,1492.0,3.0,88.0,3.0,5898.123324396783
Devanahalli,3 BHK,1498.0,3.0,79.15,3.0,5283.711615487317
other,4 BHK,3500.0,2.0,350.0,4.0,10000.0
Kundalahalli,2 BHK,1010.0,2.0,48.27,2.0,4779.207920792079
Hennur,2 BHK,1255.0,2.0,53.5,2.0,4262.948207171315
Channasandra,2 BHK,1050.0,2.0,35.0,2.0,3333.333333333333
Hegde Nagar,3 BHK,1847.0,3.0,125.0,3.0,6767.73145641581
Bellandur,2 BHK,982.0,2.0,37.28,2.0,3796.3340122199593
Hegde Nagar,3 BHK,2144.6,4.0,145.0,3.0,6761.167583698592
Kengeri,2 BHK,750.0,2.0,36.5,2.0,4866.666666666667
Tindlu,2 BHK,1180.0,2.0,52.0,2.0,4406.779661016949
Haralur Road,2 BHK,1194.0,2.0,46.0,2.0,3852.596314907873
Thanisandra,3 BHK,2072.0,3.0,122.0,3.0,5888.030888030888
Kaikondrahalli,2 BHK,1253.0,2.0,81.5,2.0,6504.38946528332
Hennur Road,2 BHK,1061.0,2.0,54.92,2.0,5176.248821866164
Marathahalli,3 BHK,1950.0,3.0,115.0,3.0,5897.4358974358975
Marathahalli,2 BHK,1250.0,2.0,68.0,2.0,5440.0
Kammasandra,2 BHK,1015.0,2.0,37.0,2.0,3645.320197044335
Marathahalli,2 BHK,1125.0,2.0,56.8,2.0,5048.888888888889
Electronic City Phase II,2 BHK,1116.0,2.0,40.0,2.0,3584.229390681004
other,1 Bedroom,400.0,1.0,35.0,1.0,8750.0
Kasavanhalli,4 BHK,4000.0,4.0,325.0,4.0,8125.0
Old Madras Road,2 BHK,1300.0,2.0,100.0,2.0,7692.307692307692
Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,60.42,2.0,4257.928118393234
Thigalarapalya,3 BHK,2072.0,4.0,152.0,3.0,7335.907335907336
Kaggadasapura,2 BHK,1240.0,2.0,58.58,2.0,4724.193548387097
Chamrajpet,3 BHK,1565.0,3.0,98.91,3.0,6320.127795527156
KR Puram,5 Bedroom,3657.0,5.0,310.0,5.0,8476.89362865737
Hosa Road,2 BHK,1245.0,2.0,62.0,2.0,4979.919678714859
GM Palaya,3 BHK,1315.0,3.0,65.0,3.0,4942.9657794676805
Kenchenahalli,3 BHK,1410.0,2.0,73.0,3.0,5177.304964539007
Dasarahalli,2 BHK,1375.0,2.0,60.0,2.0,4363.636363636364
Old Madras Road,2 BHK,1299.0,2.0,95.0,2.0,7313.317936874519
Bommasandra Industrial Area,2 Bedroom,1200.0,3.0,45.0,2.0,3750.0
other,4 Bedroom,2400.0,5.0,180.0,4.0,7500.0
Hebbal,3 BHK,1255.0,2.0,95.0,3.0,7569.721115537848
Hoodi,3 BHK,1655.0,3.0,131.0,3.0,7915.407854984895
Whitefield,4 BHK,2830.0,5.0,190.0,4.0,6713.780918727915
other,1 BHK,6000.0,1.0,276.0,1.0,4600.0
other,1 BHK,825.0,2.0,40.0,1.0,4848.484848484848
Begur Road,3 BHK,1634.0,3.0,111.0,3.0,6793.145654834761
Banaswadi,2 BHK,1222.0,2.0,80.0,2.0,6546.6448445171845
Gottigere,3 BHK,1500.0,3.0,63.0,3.0,4200.0
Akshaya Nagar,3 BHK,1890.0,4.0,100.0,3.0,5291.005291005291
Hulimavu,2 BHK,850.0,1.0,39.5,2.0,4647.058823529412
Whitefield,2 BHK,1295.0,2.0,78.5,2.0,6061.776061776061
Sarjapur  Road,2 BHK,1320.0,2.0,100.0,2.0,7575.757575757576
2nd Stage Nagarbhavi,4 Bedroom,3000.0,3.0,170.0,4.0,5666.666666666667
Harlur,2 BHK,1197.0,2.0,82.0,2.0,6850.459482038429
Whitefield,1 BHK,840.0,1.0,57.6,1.0,6857.142857142857
Whitefield,1 BHK,640.0,1.0,19.83,1.0,3098.4374999999995
Raja Rajeshwari Nagar,3 BHK,1693.0,3.0,71.38,3.0,4216.184288245718
Kodihalli,2 BHK,1000.0,2.0,62.0,2.0,6200.0
Babusapalaya,2 BHK,1305.0,2.0,70.0,2.0,5363.984674329502
Kodichikkanahalli,1 BHK,450.0,1.0,18.0,1.0,4000.0
CV Raman Nagar,1 BHK,705.0,1.0,57.0,1.0,8085.106382978724
Tumkur Road,5 Bedroom,4800.0,5.0,150.0,5.0,3125.0
Gubbalala,4 Bedroom,5000.0,4.0,425.0,4.0,8500.0
Whitefield,3 BHK,1991.0,3.0,104.0,3.0,5223.505775991964
Battarahalli,3 BHK,1779.0,3.0,90.0,3.0,5059.02192242833
Banaswadi,2 BHK,870.0,2.0,38.0,2.0,4367.816091954023
Thanisandra,3 BHK,1595.0,3.0,120.0,3.0,7523.510971786834
Kanakpura Road,1 BHK,525.0,1.0,26.0,1.0,4952.380952380952
Iblur Village,3 BHK,2000.0,4.0,138.0,3.0,6900.0
Yelahanka,3 BHK,1614.0,3.0,93.0,3.0,5762.081784386617
Gottigere,2 BHK,1200.0,2.0,40.0,2.0,3333.333333333333
Electronic City Phase II,3 BHK,1150.0,3.0,46.0,3.0,4000.0
Sonnenahalli,3 BHK,1610.0,3.0,80.48,3.0,4998.757763975155
other,4 Bedroom,4800.0,5.0,420.0,4.0,8750.0
7th Phase JP Nagar,3 BHK,1460.0,2.0,97.0,3.0,6643.835616438356
other,1 Bedroom,600.0,1.0,33.0,1.0,5500.0
other,3 Bedroom,2600.0,3.0,147.0,3.0,5653.846153846154
Electronics City Phase 1,1 BHK,645.0,1.0,42.5,1.0,6589.147286821705
Mico Layout,2 Bedroom,800.0,2.0,80.0,2.0,10000.0
Marathahalli,2 BHK,1350.0,2.0,90.0,2.0,6666.666666666667
other,1 BHK,800.0,1.0,72.0,1.0,9000.0
Bannerghatta Road,2 BHK,1215.0,2.0,68.0,2.0,5596.707818930041
Prithvi Layout,3 Bedroom,2273.0,4.0,192.0,3.0,8446.986361636604
Varthur Road,2 BHK,1255.0,2.0,52.76,2.0,4203.98406374502
other,3 BHK,1225.0,2.0,82.0,3.0,6693.877551020408
Singasandra,2 BHK,1120.0,2.0,60.0,2.0,5357.142857142857
Kasavanhalli,3 BHK,1225.0,2.0,69.0,3.0,5632.65306122449
Sarjapur  Road,3 BHK,1984.0,4.0,145.0,3.0,7308.467741935484
Old Madras Road,3 BHK,2425.0,3.0,197.0,3.0,8123.711340206186
ITPL,3 Bedroom,1200.0,3.0,56.12,3.0,4676.666666666667
Bommasandra,2 BHK,1127.0,2.0,45.0,2.0,3992.9015084294583
Whitefield,3 BHK,1655.0,3.0,97.0,3.0,5861.027190332326
Ananth Nagar,1 BHK,500.0,1.0,14.0,1.0,2800.0
Varthur,3 Bedroom,1200.0,3.0,68.38,3.0,5698.333333333333
Kaggadasapura,2 BHK,1000.0,2.0,43.0,2.0,4300.0
CV Raman Nagar,2 BHK,1225.0,2.0,47.88,2.0,3908.571428571429
Hormavu,2 BHK,1350.0,2.0,45.0,2.0,3333.333333333333
Sahakara Nagar,2 BHK,1175.0,2.0,49.0,2.0,4170.212765957447
other,1 BHK,655.0,1.0,27.0,1.0,4122.137404580153
Hosa Road,3 BHK,1311.0,2.0,84.86,3.0,6472.921434019832
CV Raman Nagar,2 BHK,1000.0,2.0,38.5,2.0,3850.0
other,2 BHK,1196.0,2.0,96.0,2.0,8026.755852842809
Kanakpura Road,3 BHK,1050.0,2.0,59.0,3.0,5619.047619047619
other,2 BHK,927.0,2.0,50.0,2.0,5393.743257820927
Hebbal,2 BHK,1333.0,2.0,104.0,2.0,7801.950487621905
other,1 BHK,600.0,1.0,18.0,1.0,3000.0
Koramangala,2 BHK,1370.0,2.0,125.0,2.0,9124.087591240876
Koramangala,2 BHK,1100.0,2.0,85.0,2.0,7727.272727272727
Haralur Road,3 BHK,1650.0,3.0,100.0,3.0,6060.606060606061
Kasavanhalli,3 BHK,1917.0,3.0,132.0,3.0,6885.758998435055
Billekahalli,2 BHK,950.0,2.0,58.11,2.0,6116.8421052631575
8th Phase JP Nagar,2 BHK,1089.0,2.0,43.55,2.0,3999.0817263544536
Kalena Agrahara,3 BHK,1804.0,3.0,175.0,3.0,9700.665188470066
Hoodi,2 BHK,1257.0,2.0,68.5,2.0,5449.482895783612
Sarjapur,1 BHK,650.0,1.0,19.87,1.0,3056.923076923077
