location,total_sqft,bath,price,BHK,price_per_sqft
Sarjapur  Road,1320.0,2.0,115.0,2,8712.121212121212
8th Phase JP Nagar,1431.5,3.0,72.02,3,5031.086273140063
Whitefield,1320.0,2.0,99.26,2,7519.69696969697
Whitefield,2901.0,4.0,190.0,3,6549.465701482248
GM Palaya,1315.0,2.0,65.0,3,4942.9657794676805
Bannerghatta Road,1750.0,3.0,130.0,3,7428.571428571428
other,1175.0,2.0,79.0,2,6723.404255319149
Talaghattapura,921.0,2.0,29.47,2,3199.782844733985
Sultan Palaya,1713.0,3.0,125.0,3,7297.139521307648
8th Phase JP Nagar,1900.0,4.0,90.0,3,4736.8421052631575
Binny Pete,1795.0,3.0,139.0,3,7743.732590529248
Kereguddadahalli,600.0,1.0,19.5,1,3250.0
Hoodi,1240.0,2.0,65.0,2,5241.935483870968
Hegde Nagar,1965.0,4.0,132.0,3,6717.557251908397
Sarjapur,4111.0,4.0,370.0,4,9000.243249817562
other,1112.0,2.0,68.0,2,6115.107913669065
Mahadevpura,1136.0,2.0,64.5,2,5677.816901408451
Jigani,914.0,2.0,55.0,2,6017.505470459519
Rachenahalli,1050.0,2.0,47.25,2,4500.0
Yelahanka,845.0,2.0,43.0,2,5088.757396449704
Whitefield,1485.0,2.0,96.51,2,6498.989898989899
Singasandra,1375.0,2.0,58.0,2,4218.181818181818
Uttarahalli,1125.0,2.0,48.0,2,4266.666666666667
Banashankari,720.0,1.0,60.0,1,8333.333333333334
7th Phase JP Nagar,1460.0,2.0,100.0,3,6849.315068493151
other,1158.0,2.0,75.0,2,6476.683937823835
Yelachenahalli,800.0,1.0,30.0,2,3750.0
Bhoganhalli,1760.0,3.0,128.0,3,7272.727272727273
other,3200.0,4.0,200.0,4,6250.0
Frazer Town,1706.0,3.0,154.0,3,9026.963657678782
BTM Layout,1600.0,3.0,112.0,3,7000.0
other,1200.0,2.0,90.0,2,7500.0
Whitefield,1755.0,3.0,101.0,3,5754.985754985755
Hulimavu,1200.0,2.0,50.0,2,4166.666666666667
BEML Layout,1200.0,2.0,67.0,2,5583.333333333333
other,1266.67,2.0,69.0,2,5447.3540859103
2nd Phase Judicial Layout,1300.0,3.0,64.0,3,4923.076923076923
other,800.0,3.0,60.0,3,7500.0
Mysore Road,1029.5,2.0,50.855,2,4939.776590577951
Raja Rajeshwari Nagar,1128.0,2.0,40.0,2,3546.099290780142
other,2000.0,2.0,160.0,2,8000.0
Panathur,1210.0,2.0,80.0,2,6611.570247933884
Raja Rajeshwari Nagar,1151.0,2.0,39.0,2,3388.357949609036
Munnekollal,1750.0,3.0,86.5,3,4942.857142857143
Dasanapura,1163.0,2.0,65.0,2,5588.993981083405
7th Phase JP Nagar,1650.0,3.0,110.0,3,6666.666666666667
other,1800.0,3.0,95.0,3,5277.777777777777
CV Raman Nagar,1100.0,2.0,58.0,2,5272.727272727273
R.T. Nagar,1200.0,2.0,60.0,2,5000.0
Begur Road,1933.0,3.0,98.0,3,5069.839627521987
Begur Road,1200.0,2.0,45.6,2,3800.0
other,2679.0,5.0,280.0,4,10451.661067562523
Horamavu Banaswadi,1156.0,2.0,46.9,2,4057.093425605536
other,1230.0,2.0,75.0,2,6097.5609756097565
Kasavanhalli,770.0,1.0,43.82,1,5690.909090909091
Ardendale,1777.26,3.0,105.0,3,5907.970696465346
Kanakpura Road,1339.0,2.0,85.0,2,6348.020911127707
Sarjapur  Road,3044.0,3.0,183.0,3,6011.826544021025
other,2400.0,2.0,135.0,2,5625.0
Kothanur,1075.0,2.0,53.0,2,4930.232558139535
Sarjapur  Road,1163.0,2.0,62.0,3,5331.04041272571
TC Palaya,1200.0,2.0,65.0,2,5416.666666666667
Marathahalli,3090.0,4.0,325.0,4,10517.79935275081
Hebbal,1299.0,2.0,100.0,2,7698.229407236336
HRBR Layout,1170.0,2.0,75.0,2,6410.25641025641
Yelahanka,2600.0,4.0,175.0,4,6730.769230769231
KR Puram,1140.0,2.0,43.32,2,3800.0
Kanakpura Road,1900.0,3.0,125.0,3,6578.9473684210525
Bommasandra Industrial Area,1090.0,2.0,31.48,2,2888.0733944954127
Nagavarapalya,705.0,1.0,57.0,1,8085.106382978724
HBR Layout,1089.0,2.0,60.0,2,5509.641873278237
other,880.0,2.0,48.0,2,5454.545454545455
Kereguddadahalli,1080.0,2.0,32.0,2,2962.962962962963
Thanisandra,1093.0,2.0,68.1,2,6230.558096980786
Banashankari Stage III,1480.0,3.0,75.48,3,5100.0
Hegde Nagar,1703.0,3.0,125.0,3,7339.988256018791
Hebbal,1200.0,2.0,60.0,2,5000.0
Marathahalli,1690.0,3.0,116.0,3,6863.905325443787
Yelahanka,1305.0,2.0,78.0,2,5977.0114942528735
Anekal,1500.0,4.0,99.0,3,6600.0
Horamavu Agara,980.0,2.0,38.19,2,3896.938775510204
Hosakerehalli,1200.0,2.0,100.0,3,8333.333333333334
Whitefield,2225.0,3.0,149.0,3,6696.6292134831465
other,1022.0,2.0,57.0,2,5577.299412915852
Narayanapura,1153.0,2.0,45.0,2,3902.8620988725065
Pai Layout,1175.0,2.0,60.0,2,5106.382978723404
Yelahanka New Town,650.0,1.0,17.0,1,2615.3846153846152
Billekahalli,1350.0,3.0,55.0,2,4074.074074074074
other,1200.0,2.0,76.0,2,6333.333333333333
Chandapura,800.0,2.0,25.0,2,3125.0
Electronic City,2093.0,4.0,104.0,4,4968.944099378882
Uttarahalli,1320.0,2.0,55.44,3,4200.0
Bannerghatta Road,1275.0,2.0,73.0,2,5725.490196078431
Begur Road,1215.0,2.0,43.13,2,3549.794238683128
Kanakapura,1130.0,2.0,45.2,2,4000.0
Begur Road,1444.0,2.0,71.5,3,4951.523545706371
Padmanabhanagar,1000.0,1.0,90.0,2,9000.0
Banashankari Stage II,1240.0,2.0,59.52,3,4800.0
Hennur,1231.0,2.0,50.0,2,4061.738424045492
Benson Town,1300.0,2.0,120.0,2,9230.76923076923
Kogilu,1200.0,2.0,53.33,2,4444.166666666667
Sarjapur  Road,3004.0,4.0,158.0,3,5259.65379494008
Jalahalli,790.0,2.0,49.5,2,6265.822784810127
other,1605.0,3.0,100.0,3,6230.529595015576
Whitefield,1250.0,2.0,82.0,2,6560.0
Subramanyapura,1260.0,2.0,76.0,3,6031.746031746032
Rajaji Nagar,1615.0,3.0,175.0,3,10835.913312693498
Yelahanka,1180.0,2.0,56.0,2,4745.762711864407
Electronic City,1025.0,2.0,53.9,2,5258.536585365854
Sarjapur  Road,1877.0,4.0,150.0,3,7991.475759190197
Lakshminarayana Pura,1649.0,3.0,150.0,3,9096.422073984231
Hennur,2500.0,5.0,125.0,5,5000.0
other,1542.0,3.0,98.0,3,6355.38261997406
Thigalarapalya,1418.0,2.0,105.0,2,7404.795486600846
Chandapura,1200.0,2.0,65.0,2,5416.666666666667
Green Glen Layout,1680.0,4.0,95.0,3,5654.761904761905
Old Madras Road,1171.0,2.0,72.0,2,6148.590947907771
Tumkur Road,1027.0,2.0,68.62,2,6681.596884128529
Shampura,1700.0,3.0,75.0,3,4411.764705882353
Kanakapura,1090.0,2.0,38.15,2,3500.0
Hennur Road,1232.0,2.0,74.0,2,6006.493506493506
Anekal,766.0,2.0,28.0,2,3655.3524804177546
Kanakpura Road,525.0,1.0,27.0,1,5142.857142857143
Choodasandra,1254.0,2.0,65.0,3,5183.413078149921
Kanakpura Road,1593.0,3.0,118.0,3,7407.407407407408
other,1333.0,2.0,77.27,2,5796.699174793698
other,1100.0,3.0,110.0,3,10000.0
Ardendale,1650.0,3.0,82.0,3,4969.69696969697
Electronic City,940.0,2.0,54.0,2,5744.68085106383
Electronic City,435.0,1.0,21.0,1,4827.586206896552
Begur Road,1160.0,2.0,36.54,2,3150.0
Electronic City,1500.0,2.0,77.5,3,5166.666666666667
other,1050.0,2.0,70.0,2,6666.666666666667
Haralur Road,1027.0,2.0,43.0,2,4186.952288218111
Seegehalli,3000.0,4.0,235.0,3,7833.333333333333
Tumkur Road,1459.0,2.0,95.0,3,6511.3091158327625
Yelahanka,1711.0,3.0,85.61,3,5003.506721215664
Hoodi,1250.0,2.0,98.0,2,7840.0
Chandapura,645.0,1.0,16.45,1,2550.3875968992247
Anandapura,875.0,2.0,57.0,2,6514.285714285715
Ramamurthy Nagar,1334.0,2.0,67.0,2,5022.488755622189
Rajaji Nagar,1776.0,3.0,190.0,3,10698.1981981982
Thigalarapalya,2072.0,4.0,160.0,3,7722.007722007722
Kundalahalli,1600.0,3.0,170.0,3,10625.0
Kengeri Satellite Town,920.0,2.0,39.0,2,4239.130434782609
Chandapura,778.0,2.0,25.29,2,3250.642673521851
Nagasandra,1310.0,3.0,95.0,4,7251.908396946565
Electronic City,1631.0,3.0,80.0,3,4904.9662783568365
Kanakpura Road,525.0,1.0,27.5,1,5238.095238095239
other,2000.0,3.0,105.0,3,5250.0
Hennur Road,1232.0,2.0,66.0,2,5357.142857142857
other,1075.0,2.0,55.0,2,5116.279069767442
Gubbalala,1205.0,2.0,70.0,2,5809.128630705394
Rajiv Nagar,2340.0,5.0,129.0,4,5512.820512820513
Rayasandra,1179.0,2.0,55.0,3,4664.970313825275
Kodigehaali,1013.0,2.0,51.0,2,5034.550839091807
Uttarahalli,1160.0,2.0,40.6,2,3500.0
7th Phase JP Nagar,1200.0,2.0,62.5,2,5208.333333333333
other,1069.0,2.0,55.0,2,5144.9953227315245
other,1200.0,3.0,99.0,3,8250.0
Marathahalli,1065.0,2.0,55.0,2,5164.319248826291
Lakshminarayana Pura,1395.0,2.0,75.0,2,5376.344086021505
Hebbal Kempapura,1725.0,2.0,165.0,3,9565.217391304348
Hebbal,1645.0,3.0,117.0,3,7112.462006079028
Kengeri,1200.0,2.0,58.0,2,4833.333333333333
Mysore Road,940.0,2.0,43.61,2,4639.36170212766
KR Puram,4300.0,6.0,175.0,6,4069.767441860465
Indira Nagar,1740.0,3.0,191.0,3,10977.011494252874
Haralur Road,1194.0,2.0,47.0,2,3936.348408710218
Dodda Nekkundi,1829.0,3.0,125.0,3,6834.335702569711
Whitefield,1800.0,4.0,178.0,4,9888.888888888889
other,1000.0,2.0,60.0,2,6000.0
other,5720.0,3.0,350.0,3,6118.881118881119
Hebbal,1390.0,2.0,95.0,2,6834.53237410072
Lakshminarayana Pura,1500.0,3.0,104.0,3,6933.333333333333
Vijayanagar,2047.0,3.0,136.0,3,6643.869076697606
Jakkur,1202.0,2.0,79.0,2,6572.379367720466
other,1012.0,2.0,59.0,2,5830.0395256917
Whitefield,605.0,1.0,40.0,1,6611.570247933884
Harlur,1331.0,2.0,88.0,2,6611.570247933884
Margondanahalli,1200.0,2.0,69.0,2,5750.0
TC Palaya,1500.0,2.0,75.0,2,5000.0
Attibele,450.0,1.0,12.5,1,2777.777777777778
Hennur Road,1341.0,2.0,95.0,2,7084.265473527218
2nd Phase Judicial Layout,1350.0,2.0,47.25,3,3500.0
Tumkur Road,992.0,2.0,60.0,2,6048.387096774193
Uttarahalli,1163.0,2.0,68.0,2,5846.947549441101
Sarjapur  Road,1229.0,2.0,70.0,2,5695.6875508543535
other,600.0,2.0,39.0,2,6500.0
Electronic City Phase II,1219.0,2.0,61.26,2,5025.430680885972
Raja Rajeshwari Nagar,1525.0,2.0,99.13,3,6500.327868852459
Kasavanhalli,1147.0,2.0,60.0,2,5231.037489102006
Akshaya Nagar,1412.0,2.0,88.0,3,6232.294617563739
Nagarbhavi,1190.0,2.0,63.0,2,5294.117647058823
other,1240.0,2.0,65.0,3,5241.935483870968
other,1700.0,3.0,111.0,3,6529.411764705882
Ramamurthy Nagar,1200.0,2.0,46.0,2,3833.3333333333335
Kengeri,400.0,2.0,25.0,1,6250.0
Sarjapur  Road,1342.0,2.0,70.0,2,5216.095380029807
Hennur Road,2700.0,3.0,150.0,3,5555.555555555556
other,1780.0,3.0,110.0,3,6179.775280898876
Kammanahalli,1200.0,2.0,80.0,2,6666.666666666667
Margondanahalli,900.0,2.0,49.0,2,5444.444444444444
Sarjapur,1830.0,3.0,88.0,3,4808.743169398907
Chandapura,715.0,2.0,32.0,3,4475.524475524476
Uttarahalli,1065.0,2.0,42.59,2,3999.06103286385
other,900.0,2.0,65.0,3,7222.222222222223
Laggere,1500.0,1.0,60.0,1,4000.0
Sarjapur  Road,1711.0,3.0,110.0,3,6428.988895382817
Chandapura,950.0,2.0,25.65,2,2700.0
Uttarahalli,1075.0,2.0,46.76,2,4349.767441860465
Harlur,1752.12,3.0,133.0,3,7590.80428281168
other,1540.0,3.0,85.0,3,5519.480519480519
LB Shastri Nagar,665.0,1.0,32.0,1,4812.0300751879695
Sector 2 HSR Layout,1665.0,3.0,110.0,3,6606.606606606607
Marathahalli,1693.0,3.0,125.0,3,7383.343177790904
other,2456.0,3.0,220.0,3,8957.654723127036
Uttarahalli,1155.0,2.0,40.6,2,3515.151515151515
KR Puram,1200.0,2.0,42.0,2,3500.0
Kasavanhalli,1375.0,2.0,72.0,2,5236.363636363636
Vijayanagar,1200.0,2.0,75.0,3,6250.0
Yelahanka,1315.0,2.0,75.0,2,5703.42205323194
Dommasandra,1500.0,2.0,40.0,2,2666.6666666666665
Yelahanka,3600.0,6.0,200.0,6,5555.555555555556
Vijayanagar,1178.0,2.0,82.0,2,6960.950764006791
Thanisandra,1093.0,2.0,72.0,2,6587.374199451052
Horamavu Banaswadi,1200.0,2.0,45.0,2,3750.0
Magadi Road,5000.0,6.0,360.0,5,7200.0
1st Block Jayanagar,1200.0,2.0,130.0,3,10833.333333333334
Whitefield,2210.0,3.0,156.0,3,7058.823529411765
Uttarahalli,1150.0,2.0,70.0,2,6086.95652173913
Whitefield,1173.0,2.0,78.2,2,6666.666666666667
other,1717.0,3.0,120.0,3,6988.934187536401
Mallasandra,1325.0,2.0,65.0,2,4905.66037735849
Electronics City Phase 1,1025.0,2.0,90.0,2,8780.487804878048
Bellandur,1200.0,2.0,52.0,2,4333.333333333333
Whitefield,1740.0,4.0,130.0,3,7471.264367816092
Hennur Road,1232.0,2.0,88.0,2,7142.857142857143
Chandapura,1200.0,2.0,36.0,2,3000.0
Whitefield,5924.0,4.0,625.0,4,10550.303848750844
5th Phase JP Nagar,552.0,1.0,23.5,1,4257.246376811594
other,1225.0,2.0,65.0,2,5306.122448979592
other,650.0,1.0,16.0,1,2461.538461538461
Padmanabhanagar,1067.0,2.0,52.0,2,4873.477038425492
Sarjapur,1364.0,2.0,56.0,3,4105.571847507332
Bannerghatta Road,1240.0,2.0,71.0,2,5725.806451612903
Hulimavu,1200.0,2.0,75.0,2,6250.0
Kaggadasapura,1540.0,3.0,75.0,3,4870.12987012987
other,1504.0,2.0,102.0,3,6781.914893617021
Hennur Road,2365.0,4.0,175.0,3,7399.577167019028
Sarjapura - Attibele Road,1308.0,2.0,37.0,2,2828.74617737003
Vijayanagar,864.0,2.0,45.0,2,5208.333333333333
Hoskote,1069.0,2.0,38.0,3,3554.724041159963
Hebbal,1333.0,2.0,100.0,2,7501.875468867217
other,1800.0,4.0,145.0,4,8055.555555555556
Devanahalli,6136.0,4.0,550.0,4,8963.49413298566
Thanisandra,1698.0,3.0,107.0,3,6301.531213191991
Raja Rajeshwari Nagar,1060.0,2.0,48.0,2,4528.301886792453
Hennur,1160.0,2.0,49.0,2,4224.137931034483
Hosa Road,675.0,3.0,70.0,3,10370.37037037037
Hennur Road,1310.0,2.0,66.0,2,5038.167938931298
other,3000.0,4.0,240.0,4,8000.0
Varthur,2145.0,3.0,165.0,3,7692.307692307692
Marathahalli,1693.0,3.0,125.0,3,7383.343177790904
other,1150.0,2.0,60.0,2,5217.391304347826
Munnekollal,1385.0,2.0,66.5,3,4801.444043321299
Tumkur Road,1066.0,2.0,52.5,2,4924.953095684803
other,1625.0,3.0,92.0,3,5661.538461538462
Vittasandra,1246.0,2.0,67.4,2,5409.309791332264
other,2400.0,4.0,250.0,4,10416.666666666666
Raja Rajeshwari Nagar,3900.0,6.0,195.0,6,5000.0
7th Phase JP Nagar,1000.0,2.0,70.65,2,7065.000000000001
Nagavarapalya,907.0,2.0,38.0,2,4189.636163175303
Varthur,1395.0,2.0,79.0,3,5663.082437275985
Banaswadi,1903.0,6.0,140.0,5,7356.8050446663165
other,1490.0,2.0,92.0,3,6174.496644295302
Yeshwanthpur,1144.0,2.0,67.0,2,5856.643356643357
other,2400.0,5.0,140.0,4,5833.333333333333
Hormavu,1143.0,2.0,53.0,2,4636.920384951881
Karuna Nagar,2500.0,3.0,190.0,3,7600.0
Whitefield,1216.0,2.0,75.0,2,6167.763157894737
other,1044.0,2.0,60.0,2,5747.126436781609
Prithvi Layout,1352.0,3.0,93.0,2,6878.698224852071
Bellandur,1785.0,3.0,120.0,3,6722.689075630252
Pai Layout,810.0,2.0,34.5,2,4259.259259259259
Banashankari Stage V,1650.0,3.0,51.98,3,3150.3030303030305
Babusapalaya,1410.0,2.0,65.0,3,4609.929078014185
Kanakpura Road,1591.0,3.0,122.0,3,7668.133249528599
other,1640.0,3.0,84.0,3,5121.951219512195
Yelahanka New Town,450.0,1.0,16.0,1,3555.555555555556
Kaggadasapura,1240.0,2.0,45.0,2,3629.032258064516
Dodda Nekkundi,1100.0,2.0,41.16,2,3741.8181818181815
Koramangala,1180.0,2.0,128.0,2,10847.457627118643
Bisuvanahalli,845.0,2.0,33.0,2,3905.3254437869823
Yelahanka,26136.0,1.0,150.0,1,573.921028466483
Kambipura,883.0,2.0,37.0,2,4190.260475651189
Rachenahalli,1050.0,2.0,55.5,2,5285.714285714285
Yelahanka,1390.0,2.0,70.21,2,5051.079136690647
Kenchenahalli,1280.0,2.0,69.0,3,5390.625
Yelahanka,1614.0,3.0,95.0,3,5885.997521685255
Kasturi Nagar,1000.0,2.0,58.0,2,5800.0
Marathahalli,1196.0,2.0,57.9,2,4841.13712374582
Ambalipura,950.0,2.0,31.95,2,3363.157894736842
5th Phase JP Nagar,1200.0,2.0,51.0,2,4250.0
Doddathoguru,855.0,2.0,32.0,2,3742.690058479532
Chandapura,645.0,1.0,16.45,1,2550.3875968992247
Chandapura,922.0,2.0,36.0,2,3904.555314533623
other,1240.0,2.0,65.0,3,5241.935483870968
7th Phase JP Nagar,1070.0,2.0,42.0,2,3925.233644859813
other,1293.0,2.0,75.0,2,5800.46403712297
Nehru Nagar,967.0,2.0,41.1,2,4250.258531540848
other,860.0,2.0,65.5,2,7616.279069767442
Yelahanka,1075.0,1.0,19.5,1,1813.953488372093
Sarjapur  Road,1050.0,2.0,63.5,2,6047.619047619048
Sarjapur  Road,1350.0,2.0,102.0,2,7555.555555555556
Hebbal,1204.0,2.0,45.0,2,3737.5415282392023
Sarjapur  Road,2990.0,4.0,240.0,4,8026.755852842809
ITPL,1000.0,2.0,29.95,2,2995.0
Sarjapur  Road,1457.0,3.0,85.0,3,5833.905284831846
Haralur Road,1194.0,2.0,47.0,2,3936.348408710218
Bannerghatta,1100.0,2.0,66.0,2,6000.0
Whitefield,1655.0,3.0,120.0,3,7250.755287009063
Kanakpura Road,1691.2,3.0,115.0,3,6799.905392620624
Ramagondanahalli,1215.0,2.0,46.1,2,3794.238683127572
Hoodi,1639.0,3.0,129.0,3,7870.65283709579
Sarjapur  Road,1685.0,3.0,135.0,3,8011.86943620178
Hormavu,1100.0,2.0,38.0,2,3454.5454545454545
Marathahalli,2122.0,3.0,125.0,3,5890.66918001885
Vasanthapura,1050.0,2.0,47.0,2,4476.190476190476
Electronic City Phase II,1252.0,2.0,65.0,3,5191.693290734825
other,1374.0,2.0,88.0,3,6404.657933042213
8th Phase JP Nagar,500.0,1.0,30.0,1,6000.0
Hebbal,1355.0,3.0,83.87,3,6189.667896678967
Banashankari,1040.0,2.0,45.0,2,4326.923076923077
Sarjapur  Road,1350.0,2.0,68.0,2,5037.037037037037
Hennur,2400.0,3.0,135.0,3,5625.0
Haralur Road,1560.0,3.0,90.0,3,5769.2307692307695
Anandapura,1151.0,2.0,43.16,2,3749.7827975673326
Hennur Road,1015.0,2.0,50.0,2,4926.108374384236
Kadugodi,1351.0,2.0,78.0,3,5773.501110288675
Yelahanka New Town,960.0,2.0,50.0,2,5208.333333333333
Arekere,2400.0,3.0,180.0,3,7500.0
Horamavu Banaswadi,1254.0,2.0,47.0,2,3748.006379585327
Haralur Road,1255.0,3.0,115.0,3,9163.346613545817
CV Raman Nagar,1051.0,2.0,61.0,2,5803.996194100856
Uttarahalli,1099.0,2.0,65.0,2,5914.467697907188
Hebbal,2650.0,4.0,199.0,3,7509.433962264151
other,2000.0,2.0,160.0,4,8000.0
Yeshwanthpur,1541.0,2.0,130.0,2,8436.080467229072
Sarjapur  Road,1200.0,3.0,70.0,3,5833.333333333333
other,834.0,1.0,62.0,1,7434.052757793765
Gollarapalya Hosahalli,1320.0,3.0,60.0,3,4545.454545454545
other,600.0,1.0,52.0,1,8666.666666666666
Whitefield,1180.0,2.0,70.0,2,5932.203389830508
Kadugodi,1010.0,2.0,50.0,2,4950.495049504951
Channasandra,1070.0,2.0,38.0,2,3551.4018691588785
Choodasandra,1580.0,3.0,105.0,3,6645.569620253164
Green Glen Layout,2000.0,3.0,165.0,3,8250.0
Iblur Village,1920.0,3.0,130.0,3,6770.833333333333
Kalena Agrahara,1040.0,2.0,45.0,2,4326.923076923077
Hulimavu,1430.0,2.0,90.0,3,6293.706293706294
Uttarahalli,1215.0,2.0,52.85,3,4349.794238683127
Domlur,650.0,1.0,70.0,1,10769.23076923077
Thanisandra,1564.0,3.0,105.0,3,6713.5549872122765
other,800.0,2.0,52.0,3,6500.0
Hormavu,750.0,2.0,58.0,2,7733.333333333333
Kasavanhalli,1200.0,2.0,60.0,2,5000.0
Raja Rajeshwari Nagar,1128.0,2.0,48.79,2,4325.354609929078
Begur Road,1200.0,2.0,44.4,2,3700.0
other,2000.0,4.0,135.0,4,6750.0
other,2750.0,3.0,260.0,3,9454.545454545454
Yelahanka,1650.0,3.0,105.0,3,6363.636363636364
Kengeri Satellite Town,985.0,2.0,42.0,2,4263.959390862944
Gottigere,2500.0,3.0,120.0,4,4800.0
GM Palaya,1030.0,2.0,60.0,2,5825.242718446602
Sarjapur  Road,3800.0,3.0,325.0,4,8552.631578947368
Kasavanhalli,4260.0,4.0,333.0,4,7816.901408450704
Brookefield,1950.0,6.0,175.0,5,8974.358974358975
Kanakapura,1283.0,2.0,68.0,2,5300.077942322681
Electronic City Phase II,875.0,2.0,40.0,3,4571.428571428572
Konanakunte,2400.0,2.0,180.0,3,7500.0
Kathriguppe,1250.0,2.0,68.75,3,5500.0
Panathur,1199.0,2.0,85.0,2,7089.241034195163
other,1280.0,2.0,90.0,2,7031.25
Yelachenahalli,1100.0,2.0,60.0,2,5454.545454545455
other,2075.0,3.0,175.0,3,8433.734939759037
Harlur,1133.0,2.0,55.0,2,4854.368932038835
Somasundara Palya,2400.0,3.0,140.0,4,5833.333333333333
Horamavu Agara,1250.0,3.0,65.0,3,5200.0
Munnekollal,1080.0,2.0,45.0,2,4166.666666666667
Battarahalli,600.0,1.0,47.0,1,7833.333333333333
Vittasandra,1246.0,2.0,67.3,2,5401.284109149277
HSR Layout,1140.0,2.0,46.0,2,4035.0877192982457
other,1050.0,4.0,90.0,4,8571.42857142857
Vidyaranyapura,1120.0,2.0,70.0,2,6250.0
Electronic City,435.0,1.0,22.0,1,5057.471264367816
Magadi Road,1116.0,2.0,51.89,2,4649.641577060932
Old Madras Road,1480.0,3.0,95.0,3,6418.918918918919
Hormavu,1000.0,2.0,50.0,2,5000.0
HSR Layout,1145.0,2.0,46.0,2,4017.467248908297
Bommasandra,800.0,1.0,32.0,2,4000.0
Thanisandra,1265.0,2.0,83.0,2,6561.264822134387
Devanahalli,1700.0,3.0,88.2,3,5188.235294117647
BTM 2nd Stage,1265.0,2.0,55.0,2,4347.826086956522
Anandapura,1200.0,2.0,58.0,2,4833.333333333333
1st Phase JP Nagar,2180.0,3.0,210.0,3,9633.02752293578
Brookefield,1080.0,2.0,50.0,2,4629.62962962963
Whitefield,2023.0,4.0,130.0,3,6426.099851705388
other,2400.0,2.0,125.0,2,5208.333333333333
Kalena Agrahara,1804.0,3.0,166.0,3,9201.773835920178
Hoodi,1108.0,2.0,74.23,2,6699.458483754513
Marathahalli,1730.0,3.0,115.0,3,6647.398843930636
Sarjapura - Attibele Road,1073.0,2.0,31.77,2,2960.857409133271
Ananth Nagar,960.0,2.0,37.0,2,3854.1666666666665
Electronic City Phase II,1125.0,2.0,32.49,2,2888.0
Brookefield,1230.0,2.0,55.0,2,4471.544715447155
Mahadevpura,1438.0,2.0,89.0,2,6189.151599443671
7th Phase JP Nagar,1080.0,2.0,75.0,2,6944.444444444444
Hebbal Kempapura,1200.0,3.0,125.0,3,10416.666666666666
Marathahalli,1200.0,1.0,103.0,2,8583.333333333334
Kaggadasapura,1560.0,2.0,72.0,3,4615.384615384615
Mallasandra,1810.0,3.0,57.0,4,3149.171270718232
other,2274.24,4.0,160.0,3,7035.317292809907
Sonnenahalli,1484.0,3.0,74.18,3,4998.652291105122
Thanisandra,2280.0,4.0,184.0,3,8070.175438596491
Frazer Town,2079.0,3.0,220.0,3,10582.010582010582
Bharathi Nagar,1351.0,2.0,74.0,2,5477.424130273871
Sarjapur  Road,984.0,2.0,55.0,2,5589.430894308943
Ramamurthy Nagar,1350.0,5.0,120.0,5,8888.888888888889
Bhoganhalli,1447.0,2.0,75.97,2,5250.172771250864
Margondanahalli,1140.0,2.0,60.0,2,5263.1578947368425
Bommanahalli,1170.0,2.0,34.0,2,2905.982905982906
Poorna Pragna Layout,1160.0,2.0,46.39,2,3999.137931034483
Kanakpura Road,1296.0,2.0,89.0,2,6867.283950617284
other,1570.0,3.0,80.0,3,5095.541401273886
Bellandur,1088.0,2.0,48.0,2,4411.764705882353
Hosa Road,1533.0,3.0,98.18,3,6404.4357469015
Rachenahalli,1100.0,2.0,68.0,2,6181.818181818182
Hebbal,1244.0,3.0,48.0,2,3858.520900321543
Hosa Road,1040.0,2.0,68.59,2,6595.192307692308
Begur Road,1260.0,2.0,39.69,2,3150.0
Uttarahalli,1180.0,2.0,41.3,2,3499.9999999999995
Thigalarapalya,1245.0,2.0,100.0,2,8032.128514056225
other,1350.0,3.0,75.0,3,5555.555555555556
other,470.0,2.0,10.0,1,2127.659574468085
Vijayanagar,920.0,2.0,60.0,2,6521.739130434783
other,2300.0,7.0,160.0,6,6956.521739130435
Sarjapur,1124.0,2.0,30.35,2,2700.1779359430607
Begur Road,1100.0,2.0,71.42,2,6492.727272727273
Vijayanagar,1019.0,2.0,58.0,2,5691.854759568204
Harlur,1756.0,3.0,128.0,3,7289.293849658315
Bommasandra,1280.0,3.0,50.0,3,3906.25
Kenchenahalli,1200.0,3.0,125.0,4,10416.666666666666
Indira Nagar,1700.0,3.0,150.0,3,8823.529411764706
Whitefield,2134.0,4.0,118.0,3,5529.522024367385
Hosa Road,1369.1,2.0,98.0,2,7157.986998758309
other,2515.0,4.0,155.0,3,6163.021868787277
Hebbal,1800.0,3.0,140.0,3,7777.777777777777
Kudlu,1600.0,3.0,79.0,3,4937.5
GM Palaya,1000.0,2.0,35.0,2,3500.0
Banashankari Stage III,1305.0,2.0,59.0,3,4521.072796934866
Binny Pete,1740.0,3.0,150.0,3,8620.689655172413
Malleshwaram,900.0,2.0,90.0,2,10000.0
Benson Town,1567.0,3.0,140.0,2,8934.269304403319
Nagarbhavi,1050.0,2.0,80.0,2,7619.047619047619
Begur,3500.0,4.0,185.0,3,5285.714285714285
Dasarahalli,1220.0,2.0,52.0,2,4262.295081967213
Binny Pete,1970.0,3.0,164.0,3,8324.873096446701
Kanakapura,2130.0,4.0,120.0,4,5633.802816901409
Harlur,1749.0,3.0,120.0,3,6861.06346483705
Subramanyapura,1260.0,2.0,108.0,2,8571.42857142857
6th Phase JP Nagar,1170.0,2.0,120.0,2,10256.410256410256
